filename,exported,new,updated,skipped,exif_updated,touched,converted_to_jpeg,sidecar_xmp,sidecar_json,sidecar_exiftool,missing,error,exiftool_warning,exiftool_error,extended_attributes_written,extended_attributes_skipped,cleanup_deleted_file,cleanup_deleted_directory,exported_album
/Users/dirk/Dropbox/EenEeuwEefde/huisdevoorst/E-000-088.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/sluis/E-000-390.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/kerkpad/E-000-189.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/rijksstraatweg/E-000-291.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/almenseweg/E-000-003.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/rijksstraatweg/E-000-290.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/kapperallee/E-000-145.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/deventerweg/E-000-064.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/zutphenseweg/E-000-437.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/huisdevoorst/E-000-106.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/deventerweg/E-000-056.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/rustoordlaan/E-000-314.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/deventerweg/E-000-053.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/deventerweg/E-000-062.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/schoolstraat/E-000-349.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/rustoordlaan/E-000-304.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
/Users/dirk/Dropbox/EenEeuwEefde/lagelochemseweg/E-000-213.jpg,1,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,
